format	1
declaration	historical_module	destination_module	decision	kind	visibility	command_root	start_line
NumStability.higham21Eq21_7_matMulVec_sub_right	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_matMulVec_sub_right	666
NumStability.higham21Eq21_7_rectGram_scaledMatrix	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_rectGram_scaledMatrix	532
NumStability.higham21Eq21_7_rectTransposeMulVec_add	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_rectTransposeMulVec_add	675
NumStability.higham21Eq21_7_rectTransposeMulVec_const_mul	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_rectTransposeMulVec_const_mul	693
NumStability.higham21Eq21_7_rectTransposeMulVec_sub	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_rectTransposeMulVec_sub	684
NumStability.higham21Eq21_7_scaledMatrix_transpose_action	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_scaledMatrix_transpose_action	805
NumStability.higham21Eq21_7_scaledRhs_action	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_scaledRhs_action	828
NumStability.higham21Eq21_7_source_vectors_orthogonal	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Equation07.UnderdeterminedSolve	relocate_source	theorem	public	NumStability.higham21Eq21_7_source_vectors_orthogonal	972
NumStability.higham21Eq21_8DataTermWith	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_8DataTermWith	73
NumStability.higham21Eq21_8DimensionFactor	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_8DimensionFactor	25
NumStability.higham21Eq21_8DimensionFactorNat	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_8DimensionFactorNat	21
NumStability.higham21Eq21_8DimensionFactor_of_lt	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	theorem	public	NumStability.higham21Eq21_8DimensionFactor_of_lt	34
NumStability.higham21Eq21_8DimensionFactor_square	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	theorem	public	NumStability.higham21Eq21_8DimensionFactor_square	29
NumStability.higham21Eq21_8FirstOrderTwoTermCoefficientWith	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_8FirstOrderTwoTermCoefficientWith	92
NumStability.higham21Eq21_8FirstOrderWith	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_8FirstOrderWith	83
NumStability.higham21Eq21_8HNorm2	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_8HNorm2	16
NumStability.higham21Eq21_8HNorm2_nonneg	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	theorem	public	NumStability.higham21Eq21_8HNorm2_nonneg	40
NumStability.higham21Eq21_8HadamardEnvelope	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_8HadamardEnvelope	11
NumStability.higham21Eq21_8NullspaceTermWith	NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability.Source.Higham.Chapter21.Equation08.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_8NullspaceTermWith	62
NumStability.higham21Eq21_9DataTerm	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_9DataTerm	71
NumStability.higham21Eq21_9DimensionCoefficient	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_9DimensionCoefficient	43
NumStability.higham21Eq21_9FirstOrderTwoTermCoefficient	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_9FirstOrderTwoTermCoefficient	80
NumStability.higham21Eq21_9Kappa2	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_9Kappa2	49
NumStability.higham21Eq21_9Kappa2_nonneg	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	theorem	public	NumStability.higham21Eq21_9Kappa2_nonneg	55
NumStability.higham21Eq21_9NormwiseMatrixBudget	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_9NormwiseMatrixBudget	29
NumStability.higham21Eq21_9NormwiseRhsBudget	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_9NormwiseRhsBudget	34
NumStability.higham21Eq21_9NullspaceTerm	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_9NullspaceTerm	61
NumStability.higham21Eq21_9OperatorCertificateCoefficient	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_9OperatorCertificateCoefficient	88
NumStability.higham21Eq21_9ProjectorFactor	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_9ProjectorFactor	39
NumStability.higham21Eq21_9RankStabilityRadius	NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability.Source.Higham.Chapter21.Equation09.EquationClosure	relocate_source	definition	public	NumStability.higham21Eq21_9RankStabilityRadius	765
NumStability.higham21FlFinalSubBudget	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21FlFinalSubBudget	108
NumStability.higham21FlMGSComparisonBudgetAtDistance	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21FlMGSComparisonBudgetAtDistance	364
NumStability.higham21FlMGSCorrectedLocalBudget	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21FlMGSCorrectedLocalBudget	151
NumStability.higham21FlMGSCorrectedOutput	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21FlMGSCorrectedOutput	292
NumStability.higham21FlMGSCorrectedStateAtDistance	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21FlMGSCorrectedStateAtDistance	259
NumStability.higham21FlMGSCorrectedStep	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21FlMGSCorrectedStep	16
NumStability.higham21FlMGSRepairedActionBudget	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21FlMGSRepairedActionBudget	451
NumStability.higham21FlMulAfterApproxBudget	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21FlMulAfterApproxBudget	64
NumStability.higham21FlSubAfterApproxBudget	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21FlSubAfterApproxBudget	39
NumStability.higham21GivensActualApplicationCertificate	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Source.Higham.Chapter21.Theorem04.GivensQMethod.Closure	relocate_source	definition	public	NumStability.higham21GivensActualApplicationCertificate	929
NumStability.higham21GivensActualConcreteSteps	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	definition	public	NumStability.higham21GivensActualConcreteSteps	787
NumStability.higham21GivensActualConcreteSteps_spec	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Source.Higham.Chapter21.Theorem04.GivensQMethod.Closure	relocate_source	theorem	public	NumStability.higham21GivensActualConcreteSteps_spec	810
NumStability.higham21GivensActualDeltaAT	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	definition	public	NumStability.higham21GivensActualDeltaAT	799
NumStability.higham21GivensActualRoundedOutput	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	definition	public	NumStability.higham21GivensActualRoundedOutput	949
NumStability.higham21GivensActualStoredTrace	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	definition	public	NumStability.higham21GivensActualStoredTrace	891
NumStability.higham21GivensQMethodOutput	NumStability.Algorithms.Underdetermined.Higham21Givens	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.BackwardError.Core	relocate_reusable	definition	public	NumStability.higham21GivensQMethodOutput	105
NumStability.higham21GivensQMethodQ	NumStability.Algorithms.Underdetermined.Higham21Givens	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.BackwardError.Core	relocate_reusable	definition	public	NumStability.higham21GivensQMethodQ	83
NumStability.higham21GivensQMethodRTall	NumStability.Algorithms.Underdetermined.Higham21Givens	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.BackwardError.Core	relocate_reusable	definition	public	NumStability.higham21GivensQMethodRTall	97
NumStability.higham21GivensReplayAccumBound	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	definition	public	NumStability.higham21GivensReplayAccumBound	241
NumStability.higham21GivensReplayAccumBound_eq_sqrt_mul_residualAccumBound	NumStability.Algorithms.Underdetermined.Higham21Theorem214SourceClosure	NumStability.Source.Higham.Chapter21.Theorem04.SourceClosure.SourceClosure	relocate_source	theorem	public	NumStability.higham21GivensReplayAccumBound_eq_sqrt_mul_residualAccumBound	261
NumStability.higham21GivensReplayAccumBound_le_succ	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	theorem	public	NumStability.higham21GivensReplayAccumBound_le_succ	260
NumStability.higham21GivensReplayAccumBound_mono_nat	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	theorem	public	NumStability.higham21GivensReplayAccumBound_mono_nat	269
NumStability.higham21GivensReplayAccumBound_nonneg	NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	relocate_reusable	theorem	public	NumStability.higham21GivensReplayAccumBound_nonneg	251
NumStability.higham21GivensRoundedRTop	NumStability.Algorithms.Underdetermined.Higham21GivensRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21GivensRoundedRTop	378
NumStability.higham21GivensRoundedY1	NumStability.Algorithms.Underdetermined.Higham21GivensRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21GivensRoundedY1	385
NumStability.higham21GivensStoredRoundedOutput	NumStability.Algorithms.Underdetermined.Higham21GivensRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21GivensStoredRoundedOutput	392
NumStability.higham21Lemma21_2ProductNorm2	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability.Source.Higham.Chapter21.Lemma02.Symmetrization.UnderdeterminedSolve	relocate_source	definition	public	NumStability.higham21Lemma21_2ProductNorm2	9102
NumStability.higham21MGSBackwardIndex	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21MGSBackwardIndex	254
NumStability.higham21MGSCorrectedStep	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	definition	public	NumStability.higham21MGSCorrectedStep	351
NumStability.higham21MGSFeasibilityCorrection	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21MGSFeasibilityCorrection	575
NumStability.higham21MGSFixedVectorActionCorrection	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.RoundedReplay.RoundedReplay	relocate_reusable	definition	public	NumStability.higham21MGSFixedVectorActionCorrection	475
NumStability.higham21MGSFoldedDeltaAT	NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	relocate_source	definition	public	NumStability.higham21MGSFoldedDeltaAT	700
NumStability.higham21MGSNaiveFormation	NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.CorrectedRecurrence.Core	relocate_reusable	definition	public	NumStability.higham21MGSNaiveFormation	83
